Date,Rating,User,Review
15-Dec-18,5,Stefan Lo,Responsive and according to the user expectations
15-Dec-18,5,A Google user,So far..no complaining..:)
15-Dec-18,5,Freddy Wijaya,This app help me to find what i need
15-Dec-18,5,Kaleb Nugraha Riva,This is a simple app to find what you need.
15-Dec-18,5,A Google user,Easy to use to online shopping
15-Dec-18,5,Danto Adisayono,Good apps for seek any stuffs and secure payment
16-Dec-18,4,Nunik Ling,"Some fitures are not working, like chat. How can robot solve our problems?"
16-Dec-18,1,Steven Wijaya,My Tokopedia keep getting force close. Im sorry but i just want you to check it. Im using redmi note 4
16-Dec-18,5,__ anpann,Worthy to be called one of Asian Unicorns. Keep it up Tokped! 😉
16-Dec-18,5,Benny Haryo Prakoso,"Helpful application, easy to use, good job"
16-Dec-18,5,Ryan Daniswara,Very useful apps offering a lot of option to buy product
16-Dec-18,5,Amien Ovic,The online shopper must have this app.
16-Dec-18,5,A Google user,"Great apps, keep in touch with development"
16-Dec-18,5,Edwin Timora,"Convenience, easy to access and secure"
17-Dec-18,5,Ethan Josiah Effendi,"Personally, my favourite online shopping place as it provides many many kinds of items and tons of promos, discounts,and cashback. It also allows me to discover stuff that I cannot buy so easily/readily physically. Thank you Tokopedia."
17-Dec-18,4,Dice Channel,"The app is overally good, from chat to purchase everything just goes smooth. But there are several unnecessary changes from the update, for example like how long does it take for the app to start"
17-Dec-18,3,thewa sitepu,"In last update, feature to sort listings by most buy is not there anymore. Please put the feature back, it really helps"
17-Dec-18,3,A Google user,"When i cancel since the stock is out and got refunded. The refund is not full amount, i dont know why."
17-Dec-18,3,wisnu anggoro,"Beware of the another competitor app interface, in review section, there should not must be at least 30 charcters, payment verification is not fast as competitor ""s"", there is a couple minute im waiting, thx"
17-Dec-18,5,Thomas Bualit,My fave online shop..its easy to use and easy to pay. And save..thank you
17-Dec-18,1,Muhammad Fadhil,"Hate that they remove Sort - Penjualan, please bring it back."
17-Dec-18,5,Daiki Kudo,"Still best like previous style, have a left slide with message, wishlist and etc than now."
17-Dec-18,5,ian Ardian,"my favorite online shop,easy to use and much features"
17-Dec-18,5,Damar Prakoso,Very nice application c/w track delivery..thanks for satisfied services
17-Dec-18,5,Ilham Mayendra,"If tokopedia is a restaurant, it is five star michelin"
17-Dec-18,4,Mario Christian,Keep up the good system..!
17-Dec-18,5,A Google user,Thanks for the quality services
17-Dec-18,5,Dicky Wibisono,Godd app. Improve on your menu.
18-Dec-18,5,Yunita Yapi,"Best app for online shopping. I always use this app (Tokopedia) for online shopping rather than any apps. Trusted, secure, easy to use and good service :)"
18-Dec-18,5,Yustina Meranjasari,my all in one shopping and payment app. love it so much
18-Dec-18,5,Lina Chandra,"Very useful application, recommended!!"
18-Dec-18,5,A Google user,"good aplication. running well, nice shoping"
18-Dec-18,5,Harry Wijaya,A place to search for anything
18-Dec-18,4,Ayahnya Fauzan,this apps is getting better.
18-Dec-18,5,Martin S. Irwanto,best marketplace with integration with ovo and more cashback
18-Dec-18,5,Anis Purwaningsih,cool apps n friendly user. I love it
19-Dec-18,1,Theodore Lumenta,"Most of the time, everytime I tap on a product, it suddenly closed. Please fix it. I'm using Xiaomi Redmi Note 5 Pro"
19-Dec-18,5,A Google user,"recommended & trusted online shopping...a lot of fantastic shopping coupon, awesome services..the best online shopping ever"
19-Dec-18,5,Wu Lung,I think this is the only one/best marketplace in Indonesia...
19-Dec-18,5,Yandi agus rinjani,"easy to use, everyone else can understand"
19-Dec-18,5,A Google user,today one of the easiest bill payment and shopping apps 😀👍👍
19-Dec-18,5,Sarki Braders,this app very very useful for me. nice dude
19-Dec-18,5,maria agatha Catursari,so far ok. no complain with this app.
19-Dec-18,5,PriskaMM,Good packing and easy to use...
19-Dec-18,5,ngurah adi,The best online store in Indonesia
19-Dec-18,5,1wan 5ukandar,"simple move, make easier to have stuff n money"
20-Dec-18,4,Maria DH,"I think we should be able to filter our choices, like the price range, the seller city/locations, etc. It will be so much easier. And in some photos from the review, the seller change the photo! And please put real pictures only..! Thanks."
20-Dec-18,1,Hery Salim,"Do not ever pay credit card through this app, wasting your time and your money... Just give 1 star for this app.."
20-Dec-18,5,Reno Algamar,always great and I love it. the notifications of whatever happens is like my personal assistant. great job
20-Dec-18,5,Nora Haslinda,quite satisfactory. only place where I got my spare plastic screws for my shoe rack.
20-Dec-18,5,aryo adiwoso,tokopedia is one of the best apps for marketplace. it connected within buyer and seller like no boundaries.
20-Dec-18,5,A Google user,"The best online shop app in Indonesia, safely transaction with user-friendly application"
20-Dec-18,4,Kusuma Novi Bagus,"if you want buy something, this place has anything that you want"
20-Dec-18,5,A Google user,"good app, very helpfull & so many promotions we can use for pay bill or shopping"
20-Dec-18,4,Oqi Averdi,Very easy. Lot of promos & coupons. Got number of magic eggs as well.
20-Dec-18,5,nikko cen,very easy to use and usefull for online trading
20-Dec-18,4,Charlie Jogou,"better and better, just adv for credit card charge please consider update to free charge. thanks"
20-Dec-18,5,ery kusumawardhani,Love it. So many cashback and promotions
20-Dec-18,5,A Google user,"Very user friendly, very helpful"
20-Dec-18,5,A Google user,the best app that I like to use
20-Dec-18,5,Achmad Khoirul Anam,"thank you toped, you are the best"
21-Dec-18,5,Khezia Yunie,1. Trusted seller. 2. Quality of product same as product description. 3. Prompt response. 4. Recommended !
21-Dec-18,4,Daffa Pasyaba,the application sometimes error and logged out the account. and sometimes the internet connection error
21-Dec-18,1,Fajri,Bad customer services. Thank you. I uninstalled
21-Dec-18,5,Fazar Maulana,"Simple, easy to use and plenty of loyalty programs.."
21-Dec-18,5,Tedy Meikael,i have try it for many times. and its good
21-Dec-18,5,Ferry Putra,One of the best online shop app in Indonesia 👍🏻👍🏻
21-Dec-18,4,HasnaKhanza Diary,tokopedia is the best online shopping ever!
21-Dec-18,5,Ilman M Difa,user interface is great and the features too
21-Dec-18,5,arc dez,easy to use and informative...
21-Dec-18,3,Efiya Fadila,I wish they'd send less notifications
21-Dec-18,5,Angry Ronald,"very good apps, make life easier"
21-Dec-18,5,Alex Rinaldi,The best online store application 😄👍
21-Dec-18,5,alfin kurnia ashari,"every improvement makes perfect, thanks"
22-Dec-18,1,Miftahul Ridwan,"Update at your own risk. So, I was a frequent user of this fraction yet useful capability to sort things by its sales performance. But then, they decide to remove the feature, out of the blue. Why they let this slip through their finger? What about the golden rule of ""never repair something that isn...Full Review"
22-Dec-18,4,A Google user,the application is good but the application can't be installed with Google account from out of Indonesia and I am an expat which is working in Jakarta who is using my Google Account which created from US. Please rectify is ASAP as I am using new created account
22-Dec-18,4,aan dermawan,Please improve filtering feature by allowing user to enter some product specification sification. For instance I can search handphone with NFC support and storage more than 32Gb.. Thanks to toko pedia..
22-Dec-18,5,Indra J.W,nice one. keep the good works. I always buy stuff from here and everything goes well
22-Dec-18,4,A Google user,my advice please remove the stuff if it already empty or out of stock not put in screen or application
22-Dec-18,3,Andrew Z,not very interactive and lacked of professionalism and customers support
22-Dec-18,5,K Krisno,So far so good. No error whatsoever. Great Job
22-Dec-18,5,Deasy Aslin,Really helpful and a lot of cashback
22-Dec-18,5,Deni Wardhaya,Easy to use and simple menus to navigate
22-Dec-18,5,Rahmad Hidayat,Super app for all kind online financial transaction
22-Dec-18,4,A Google user,Useful apps and easy to use.
22-Dec-18,5,Didit Priyadi,best online shopping platform in indonesia
23-Dec-18,5,Linda Sadikin,Very easy to use. customer service was also very cooperative and helpful.
23-Dec-18,5,Rionaldi Pasha,I have good experience with this app and had used thiss app for daily transaction
23-Dec-18,5,Susana Wirawati,"always recieved things in good condition and fast, reasonable price"
24-Dec-18,5,Rizky Sonia Pradja,"actually, i prefer to the old app than the new one. but its okay, everything was good."
24-Dec-18,5,Oscar Hadisandjaja,Tokopedia is one of the best online shop ever.. very responsible and attractive for the consumers.. Keep it up Tokped👌
24-Dec-18,5,Fransiska Tj,reliable (not so many bug issues) and user friendly (for indonesian people)
24-Dec-18,5,Agung Setiawan,"Plz add Ship Ticket, not only flight ticket... sometime I use Ship to travel over Islands in Indonesia... like ""PELNI"" or other Private Ship over seas..."
24-Dec-18,4,Agus Ismiyadi,Please do your best and satisfy costumers and you will more and more successful
24-Dec-18,5,Blue Freeya,"good aplication,best online shopping experience with tokopedia"
24-Dec-18,5,Dimas wialdi,the best e-commerce in indonesia
24-Dec-18,5,Fandika Okdiba,"love the app, altought it need to be rendered well in tablet"
24-Dec-18,5,bray broy,very good...i like it so much..
24-Dec-18,4,Didik Nugroho,user friendly interface among the others
25-Dec-18,5,Joseph Haryanto,So far so good for me. I hope Tokopedia will always be the best
25-Dec-18,5,Mohamad Arief Adrianto,"user friendly, product quality is good and also value for money"
25-Dec-18,5,A Google user,This is my favorite application to shop online.
25-Dec-18,5,Okky Irawan,help people so much to buy anything in one touch
25-Dec-18,5,Yohanes Radityo,the best marketplace in the world! 🙌✌👍👌
25-Dec-18,5,Jolin Joe,fast response and nice product...
26-Dec-18,1,Charles Berry,how can i change to english option? the application is not user friendly as it sends me round and round in circles.
26-Dec-18,5,Asyhar Nururrozi,"very good application, like to buy in anywhere and everywhere...."
26-Dec-18,5,Djayaputra Darnell,"love this app, any item that you need to buy are in this app, ty"
26-Dec-18,5,Sinaga Poerwohadi,The most complete Online shopping services in your hands!
26-Dec-18,5,Hendry Taharudin,good apps very convenient to get what you want
26-Dec-18,5,deni ulinnuha,"best online marketplace ever, with many offers"
26-Dec-18,5,ling han,I am very satisfied shopping in tokopedia.. 👍
26-Dec-18,5,デニスFX,very helpfull.. the best online shop in Indonesia
26-Dec-18,5,Zikril Hakim,#1 app that I choose to online shopping
26-Dec-18,5,Evi Diy,help me to find cheaper price....haha
27-Dec-18,1,A Google user,Very unclear to see where to change language into English. Can you make this more obvious
27-Dec-18,5,R W,Good and easy to understand application. Recommended!
27-Dec-18,4,Abid Wildan,"easy to use, easy to transaction,..."
27-Dec-18,5,Syakir Arif,Love the company & I hope someday can be the part of Tokopedia HQ
27-Dec-18,5,A Google user,easy to use. i can find everything here
27-Dec-18,5,Radite Bernard,"many promos, recommended apps for urban life"
27-Dec-18,5,Eka Azwar,"Very good app, easy to use"
28-Dec-18,5,A Google user,I can find almost anything I want to buy in tokopedia. easy to use app
28-Dec-18,5,agusto xaverius,"easy to access, fast and a lot cash back. good job toped"
28-Dec-18,5,Yudhistira KR,the Apps really help me to buy something that i need in urgent times
28-Dec-18,5,Irene Gracesiana,"easy to use, user friendly. nice to have it 😉"
